,建案名稱,總價,格局/地坪,建坪,位置,網站,latitude,longitude
2604,舜發富域II,,59~68.9,忠孝街90巷,忠孝街90巷,https://tainan.housetube.tw/27919,23.9570204,120.5830354
2605,翰墨京華3-星河樹,,138~175,育平九街372巷189弄16號,育平九街372巷189弄16號,https://tainan.housetube.tw/27918,22.9972605,120.1666009
2606,富居3,,未提供,未提供,未提供,https://tainan.housetube.tw/27902,34.2338993,135.177091
2607,上品園,,60.4~74.4,台南市永康區中正路148巷17弄38號,台南市永康區中正路148巷17弄38號,https://tainan.housetube.tw/27899,,
2608,民生天母,,58起,未提供,未提供,https://tainan.housetube.tw/27897,34.2338993,135.177091
2609,正新天母,,58起,未提供,未提供,https://tainan.housetube.tw/27896,34.2338993,135.177091
2610,柳科富築NO.2,,47~57,果毅後60-21號,果毅後60-21號,https://tainan.housetube.tw/27894,24.368583,121.338683
2611,年年如意79期,,未提供,未提供,未提供,https://tainan.housetube.tw/27893,34.2338993,135.177091
2612,森CASA,,未提供,未提供,未提供,https://tainan.housetube.tw/27892,34.2338993,135.177091
2613,福川良野,,57~68,新生北路,新生北路,https://tainan.housetube.tw/27891,23.188106,120.240988
2614,喜洋洋3,,未提供,海環街327號,海環街327號,https://tainan.housetube.tw/27890,,
2615,吾映良品6,,未提供,未提供,未提供,https://tainan.housetube.tw/27877,34.2338993,135.177091
2616,祥福居5,,未提供,信義路443巷12號,信義路443巷12號,https://tainan.housetube.tw/27872,24.69583,120.8954233
2617,崇善,,未提供,啤酒廠旁,啤酒廠旁,https://tainan.housetube.tw/27869,,
2618,綠格Love,,17.2~28.9,仁和路vs城東街口,仁和路vs城東街口,https://tainan.housetube.tw/27868,,
2619,吉祥如意3,,51.4~60.7,慶安路(港明中學對面),慶安路(港明中學對面),https://tainan.housetube.tw/27858,23.118674,120.196377
2620,津誠大院,,119起,健康四街95巷33號,健康四街95巷33號,https://tainan.housetube.tw/27854,22.9883869,120.162133
2621,恬在家,,未提供,台南市新市區社內,台南市新市區社內,https://tainan.housetube.tw/27851,23.0763881,120.2801358
2622,心自在,,42~79,慈興三街,慈興三街,https://tainan.housetube.tw/27847,,
2623,好蒔光2,,57起,台南市仁德區德南路,台南市仁德區德南路,https://tainan.housetube.tw/27841,22.9461741,120.2557999
2624,幸福芳庭,,58~75,麻豆區新生街油車117號,麻豆區新生街油車117號,https://tainan.housetube.tw/27819,23.18556,120.24528
2625,有名堂NO.10,,未提供,未提供,未提供,https://tainan.housetube.tw/27810,34.2338993,135.177091
2626,寬之境,,未提供,未提供,未提供,https://tainan.housetube.tw/27809,34.2338993,135.177091
2627,伴,,48.5~54.5,社內里,社內里,https://tainan.housetube.tw/27803,23.07522015,120.27911835867704
2628,摩根house,,142起,中華二路215巷18-1號,中華二路215巷18-1號,https://tainan.housetube.tw/27790,23.008178,120.23689
2629,贏家15富,,位址:,社區,中正三街325號旁,https://tainan.housetube.tw/27782,23.038683,120.245517
2630,喜願樹,,25.7~45,位址:,台南市南區喜樹路151巷30號,https://tainan.housetube.tw/27780,23.109964,120.301152
2631,英倫巴洛克,,未提供,未提供,未提供,https://tainan.housetube.tw/27771,34.2338993,135.177091
2632,南科新技,,位址:,社區,台南市安定區港口270之1號,https://tainan.housetube.tw/27767,27.372797,115.012624
2633,吾居2,,92.8起,台南市中西區西湖街59巷,台南市中西區西湖街59巷,https://tainan.housetube.tw/27765,23.0028375,120.1849203
2634,和顏悅舍NO.9 嘉南美墅,,23~37,位址:,行大街,https://tainan.housetube.tw/27760,22.915889,120.217055
2635,東允柳營上品7,,53~55,太康里165-16對面(太康國小旁),太康里165-16對面(太康國小旁),https://tainan.housetube.tw/27758,22.7000062,114.4136878
2636,好享居,,未提供,台南市麻豆區15-2號對面(麻豆視界眼鏡對面),台南市麻豆區15-2號對面(麻豆視界眼鏡對面),https://tainan.housetube.tw/27754,23.109964,120.301152
2637,之間,,84~110,育安一街178號,育安一街178號,https://tainan.housetube.tw/27752,23.0503277,120.2145947
2638,草風堂7,,位址:,社區,崇善東路23號,https://tainan.housetube.tw/27749,,
2639,永康想樂,,20~37,位址:,永康區龍橋街291巷28弄2號,https://tainan.housetube.tw/27748,23.02444,120.25556
2640,奇美臻墅,,23起,位址:,永康區,https://tainan.housetube.tw/27736,23.0263249,120.2570297
2641,香格里拉,,未提供,台南市永康區三民街46之10號,台南市永康區三民街46之10號,https://tainan.housetube.tw/27734,23.0521697,120.249348
2642,陽光米蘭II-米樂,,64~75,頂安里頂寮,頂安里頂寮,https://tainan.housetube.tw/27733,23.037518300000002,120.20440946078061
2643,蜜悅,,位址:,社區,未提供,https://tainan.housetube.tw/27713,34.2338993,135.177091
2644,富御3,,未提供,位址:,未提供,https://tainan.housetube.tw/27712,34.2338993,135.177091
2645,金如意,,未提供,光華街‧育善街口,光華街‧育善街口,https://tainan.housetube.tw/27711,,
2646,方正,,61~80,未提供,未提供,https://tainan.housetube.tw/27710,34.2338993,135.177091
2647,京品雅築,,26~30,位址:,未提供,https://tainan.housetube.tw/27709,34.2338993,135.177091
2648,幸福小鎮,,未提供,未提供,未提供,https://tainan.housetube.tw/27708,34.2338993,135.177091
2649,皇寶,,50~60,大山國小旁,大山國小旁,https://tainan.housetube.tw/27692,35.0591778,117.5513065
2650,大灣V1,,54起,位址:,未提供,https://tainan.housetube.tw/27681,34.2338993,135.177091
2651,大野,,200~260,未提供,未提供,https://tainan.housetube.tw/27667,34.2338993,135.177091
2652,峰時代,,位址:,社區,台南市仁德區文華路三段419號,https://tainan.housetube.tw/27665,22.9701651,120.2429909
2653,崇品2,,未提供,中正路二段106巷,中正路二段106巷,https://tainan.housetube.tw/27631,,
2654,寬庭大墅,,未提供,中山西路三段、外環道路口,中山西路三段、外環道路口,https://tainan.housetube.tw/27630,,
2655,璞真2,,128起,台南市安南區州南七街11號,台南市安南區州南七街11號,https://tainan.housetube.tw/27629,23.0564556,120.2142983
2656,公園伯爵NO.15,,34.4~63.2,位址:,長安街市中心,https://tainan.housetube.tw/27628,25.0673017,121.5007419
2657,大灣首馥,,171起,大灣三街195號,大灣三街195號,https://tainan.housetube.tw/27625,23.0060875,120.2631
2658,清禾田5,,56~121,萬年5街和萬年路口,萬年5街和萬年路口,https://tainan.housetube.tw/27624,,
2659,大不同,,未提供,大同路102號,大同路102號,https://tainan.housetube.tw/27610,23.4759054,120.4313668
2660,涵碧館,,52起,未提供,未提供,https://tainan.housetube.tw/27608,34.2338993,135.177091
2661,德正大宅,,176.8起,台南市永康區大仁街51巷9號,台南市永康區大仁街51巷9號,https://tainan.housetube.tw/27607,,
2662,金色大地,,61起,番子寮海澄里122-13,番子寮海澄里122-13,https://tainan.housetube.tw/27599,36.960658,-121.994896
2663,天下系列NO.13,,48~55,未提供,未提供,https://tainan.housetube.tw/27598,34.2338993,135.177091
2664,囍事連連No.9,,未提供,未提供,未提供,https://tainan.housetube.tw/27597,34.2338993,135.177091
2665,晨愛邑6,,53~65,台南市善化區什乃里21之48號,台南市善化區什乃里21之48號,https://tainan.housetube.tw/27583,23.1479282,120.2780805
2666,創富2,,76起,富安七街,富安七街,https://tainan.housetube.tw/27582,23.083534,120.29418
2667,晨愛邑7,,未提供,位址:,台南市新市區民生路 信義街口,https://tainan.housetube.tw/27581,,
2668,宏翰九富,,未提供,台南市安南區城北路137號,台南市安南區城北路137號,https://tainan.housetube.tw/27580,23.0032502,120.1976584
2669,賦居,,127起,台南市安平區健康三街460巷16號,台南市安平區健康三街460巷16號,https://tainan.housetube.tw/27578,22.9942824,120.1697843
2670,自慢逸品2,,22~26,位址:,龍昌街7巷2號,https://tainan.housetube.tw/27575,,
2671,永康富都,,75.7,台南市永康區大仁街11巷7號,台南市永康區大仁街11巷7號,https://tainan.housetube.tw/27565,24.404603,120.759094
2672,藏峰隱秀,,94起,台南市南區萬年五街,台南市南區萬年五街,https://tainan.housetube.tw/27561,23.950779,120.580308
2673,宏翰六富,,52~57,台南市安南區城北里2鄰城北路98巷6弄1號,台南市安南區城北里2鄰城北路98巷6弄1號,https://tainan.housetube.tw/27546,,
2674,城墅10,,106起,台南市永康區大灣路942巷500弄5號,台南市永康區大灣路942巷500弄5號,https://tainan.housetube.tw/27545,23.015554,120.269316
2675,悅光5,,39.6起,位址:,平豐路79號,https://tainan.housetube.tw/27543,39.8910228,116.2667534697801
2676,墅深林,,48.5~61,安和路四段中油後方,安和路四段中油後方,https://tainan.housetube.tw/27530,,
2677,森活揚霖2(已完銷),,128.5起,健康三街107巷29號,健康三街107巷29號,https://tainan.housetube.tw/27518,22.9875247,120.1676255
2678,元皇得邑家,,53~57,埤子尾23-30號,埤子尾23-30號,https://tainan.housetube.tw/27511,24.361336,121.331665
2679,天悅,,位址:,社區,台南市仁德區德南路168巷2號,https://tainan.housetube.tw/27510,23.109964,120.301152
2680,北安富都2,,114起,安中路一段189巷96號,安中路一段189巷96號,https://tainan.housetube.tw/27486,23.0338572,120.2073607
2681,世中心,,96起,台南市北區公園路634巷8弄2號,台南市北區公園路634巷8弄2號,https://tainan.housetube.tw/27475,23.109964,120.301152
2682,朗朗,,86起,永華路52巷3號,永華路52巷3號,https://tainan.housetube.tw/27458,23.0072077,120.2596582
2683,戀戀風格,,38~75,台南市安平區文平路318號,台南市安平區文平路318號,https://tainan.housetube.tw/27443,22.9909525,120.1786118
2684,台邦富世通,,20~41,復國路87巷21號,復國路87巷21號,https://tainan.housetube.tw/27428,,
2685,茴香2,,位址:,明星學區,六德里六分寮260之1號,https://tainan.housetube.tw/27420,23.1546051,120.3037944
2686,吾居,,104起,台南市北區賢北街156號,台南市北區賢北街156號,https://tainan.housetube.tw/27416,23.0101507,120.1824741
2687,森林‧居,,55.5起,未提供,未提供,https://tainan.housetube.tw/27399,34.2338993,135.177091
2688,春天別墅No.5,,67.7起,未提供,未提供,https://tainan.housetube.tw/27398,34.2338993,135.177091
2689,NEWmansion10號,,未提供,未提供,未提供,https://tainan.housetube.tw/27397,34.2338993,135.177091
2690,蘇菲夏洛,,未提供,未提供,未提供,https://tainan.housetube.tw/27396,34.2338993,135.177091
2691,德倫行館II,,未提供,未提供,未提供,https://tainan.housetube.tw/27395,34.2338993,135.177091
2692,德倫行館I,,未提供,未提供,未提供,https://tainan.housetube.tw/27394,34.2338993,135.177091
2693,福居NO.15,,41~42.5,位址:,台南市中西區西賢里和緯路五段319號,https://tainan.housetube.tw/27392,23.0050181,120.1789139
2694,府城觀止,,未提供,裕豐街185巷57號,裕豐街185巷57號,https://tainan.housetube.tw/27391,,
2695,安の居,,未提供,未提供,未提供,https://tainan.housetube.tw/27390,34.2338993,135.177091
2696,大傳12,,91~108,公園南路233巷1號,公園南路233巷1號,https://tainan.housetube.tw/27381,23.0018433,120.2052211
2697,公園福匠,,未提供,新孝路148巷29號,新孝路148巷29號,https://tainan.housetube.tw/27380,22.9787137,120.1859895
2698,輕鬆購,,58起,未提供,未提供,https://tainan.housetube.tw/27373,34.2338993,135.177091
2699,小三房,,位址:,…,台南市北區成功路600巷,https://tainan.housetube.tw/27367,24.9340905,121.0828217
2700,覺醒Work 9,,未提供,中山路875巷94號,中山路875巷94號,https://tainan.housetube.tw/27220,,
2701,漱心苑,,60~65,台南市歸仁區六甲路,台南市歸仁區六甲路,https://tainan.housetube.tw/27219,22.9528369,120.2738371
2702,歸仁漱心苑,,46~47,台南市歸仁區大廟一街,台南市歸仁區大廟一街,https://tainan.housetube.tw/27217,22.9947551,120.2753983
2703,覺醒Work7,,60起,大營里52-2號,大營里52-2號,https://tainan.housetube.tw/27214,25.051729,121.802891
2704,格林小城,,53,台南市歸仁區七甲五街102巷67號,台南市歸仁區七甲五街102巷67號,https://tainan.housetube.tw/27205,23.109964,120.301152
2705,天生瀛家,,未提供,未提供,未提供,https://tainan.housetube.tw/27199,34.2338993,135.177091
2706,百阜囍樂6,,44~76,台南市安南區海環街135巷,台南市安南區海環街135巷,https://tainan.housetube.tw/27198,,
2707,雋邑9,,未提供,安中路二段,安中路二段,https://tainan.housetube.tw/27180,23.0463452,120.187776
2708,桐坪。微宅,,25起,同平路96巷,同平路96巷,https://tainan.housetube.tw/27164,22.997063,120.1521382
2709,公園巴洛克7,,未提供,柳營路二段57號,柳營路二段57號,https://tainan.housetube.tw/27163,23.2781122,120.3118492
2710,戀戀東城3,,22~39,位址:,自由路二段175巷,https://tainan.housetube.tw/27162,22.9742833,120.2361471
2711,文化藝境,,位址:,社區,台南市東區大同路二段403巷1號,https://tainan.housetube.tw/27161,,
2712,有樂事,,50起,德崙路,德崙路,https://tainan.housetube.tw/27151,22.937636,120.262889
2713,快樂頌2,,52.8~53,台南市新市區大社里,台南市新市區大社里,https://tainan.housetube.tw/27135,23.093671,120.32588660419745
2714,新市晶鑽,,28~38,位址:,台南市新市區中正路211號,https://tainan.housetube.tw/27133,23.0772959,120.291586
2715,依吾林,,未提供,位址:,新孝路150號,https://tainan.housetube.tw/27122,,
2716,賀采2,,23~37,位址:,台南市永康區北灣里35鄰北興路153號,https://tainan.housetube.tw/27115,,
2717,住旺,,99起,平等路59號,平等路59號,https://tainan.housetube.tw/27114,23.0533608,121.1626065
2718,永康天母2,,未提供,台南市永康區聖龍街106號,台南市永康區聖龍街106號,https://tainan.housetube.tw/27091,,
2719,凡帝崗5,,未提供,安西一街57號,安西一街57號,https://tainan.housetube.tw/27082,23.0312953,120.2093493
2720,大亞築綠,,115起,台南市永康區東橋三路21巷1號,台南市永康區東橋三路21巷1號,https://tainan.housetube.tw/27050,,
2721,後壁土溝竹仔腳風情,,53.2~55.5,土溝里土溝135-6號,土溝里土溝135-6號,https://tainan.housetube.tw/27047,24.990384,121.905284
2722,鼎茂經典8,,未提供,文化街720巷12號,文化街720巷12號,https://tainan.housetube.tw/27038,,
2723,知築VI,,130起,育平七街60巷80號,育平七街60巷80號,https://tainan.housetube.tw/27020,22.9950751,120.1656098
2724,幸福FUN城市,,75起,平等路61號,平等路61號,https://tainan.housetube.tw/27011,23.0533697,121.1625785
2725,MOMA 9,,24起,崇善十六街,崇善十六街,https://tainan.housetube.tw/27005,22.9631014,120.23346
2726,臻瓚,,53起,台南市安南區公學路五段527巷2弄49號,台南市安南區公學路五段527巷2弄49號,https://tainan.housetube.tw/26982,,
2727,深耕6,,50~55,永大路三段．八德路口,永大路三段．八德路口,https://tainan.housetube.tw/26979,,
2728,山川北歐,,50~71,台南市仁德區德崙路370巷21弄16號,台南市仁德區德崙路370巷21弄16號,https://tainan.housetube.tw/26978,23.109964,120.301152
2729,美墅館9期/楓華,,60~82,城西街二段181巷63號,城西街二段181巷63號,https://tainan.housetube.tw/26974,,
2730,清境,,149.7起,永華二街40巷86號,永華二街40巷86號,https://tainan.housetube.tw/26966,22.9856175,120.1830321
2731,狀元吉邸,,63起,未提供,未提供,https://tainan.housetube.tw/26964,34.2338993,135.177091
2732,喜苑,,未提供,未提供,未提供,https://tainan.housetube.tw/26963,34.2338993,135.177091
2733,吉祥如意7,,未提供,未提供,未提供,https://tainan.housetube.tw/26962,34.2338993,135.177091
2734,大成首席,,45起,位址:,大成路100號,https://tainan.housetube.tw/26961,22.9625077,120.2946765
2735,優活2,,46起,台南市善化區興農路377巷2弄10號,台南市善化區興農路377巷2弄10號,https://tainan.housetube.tw/26960,23.133036,120.283498
2736,大社誠品,,51起,未提供,未提供,https://tainan.housetube.tw/26959,34.2338993,135.177091
2737,自慢の逸品,,未提供,未提供,未提供,https://tainan.housetube.tw/26958,34.2338993,135.177091
2738,裕信金磚,,未提供,位址:,未提供,https://tainan.housetube.tw/26957,34.2338993,135.177091
2739,公園邑墅,,68~68,位址:,進學路47號,https://tainan.housetube.tw/26956,22.6063452,120.3941893
2740,雲硯3,,106起,永和街238巷22弄23號,永和街238巷22弄23號,https://tainan.housetube.tw/26955,23.0192322,120.2543296
2741,佳興藝墅,,85~146,台南市佳里區佳里興302-12號,台南市佳里區佳里興302-12號,https://tainan.housetube.tw/26954,24.831158,121.234778
2742,上億載,,125起,台南市安平區平豐路236巷9號,台南市安平區平豐路236巷9號,https://tainan.housetube.tw/26953,22.985773,120.164799
2743,雅泰極品,,23~33,位址:,台南市善化區陽光三路242巷11號,https://tainan.housetube.tw/26950,,
2744,樂高二,,位址:,…,德高重劃區，德昌路,https://tainan.housetube.tw/26931,22.778853,113.276754
2745,樂高一,,位址:,社區,德高重劃區，德昌路,https://tainan.housetube.tw/26930,22.778853,113.276754
2746,沐東風,,位址:,制震宅,台南市東區德昌路66號,https://tainan.housetube.tw/26915,22.9655296,120.2376411
2747,連建永強,,75~109,台南市永康區正強街215巷2號,台南市永康區正強街215巷2號,https://tainan.housetube.tw/26913,,
