,建案名稱,總價,格局/地坪,建坪,位置,網站,latitude,longitude
4393,國泰上品硯,,60~128,中華東路二段226巷27弄5號,中華東路二段226巷27弄5號,https://tainan.housetube.tw/14436,22.9829689,120.2298312
4394,鼎立新東,,28起,位址:,東興路與東興三街路口,https://tainan.housetube.tw/14433,,
4395,朗琴No.2,,未提供,建平九街60巷33號,建平九街60巷33號  ,https://tainan.housetube.tw/12055,22.991598,120.1798343
4396,太子美學,,位址:,社區,台南市北區文成二路155號,https://tainan.housetube.tw/14413,23.0149597,120.2050144
4397,大灣學府,,未提供,永康區民族路190巷1弄1號,永康區民族路190巷1弄1號,https://tainan.housetube.tw/14404,23.02444,120.25556
4398,寬庭森活,,61~71,大仁街,大仁街,https://tainan.housetube.tw/14374,24.256743,120.720637
4399,摩登世紀No.2,,30~34,位址:,民權路西河路口,https://tainan.housetube.tw/14368,23.569664,120.300025
4400,敦煌日出印象,,56~70,府安路5段56巷,府安路5段56巷,https://tainan.housetube.tw/14367,,
4401,大傳NO.6,,150起,裕華三街5號,裕華三街5號,https://tainan.housetube.tw/14364,22.9790563,120.2468888
4402,好瀚TH,,238起,台南市北區林森路三段191-3號,台南市北區林森路三段191-3號,https://tainan.housetube.tw/14360,23.007327,120.223826
4403,夏林新境,,52~85,台南市南區五妃街443巷25號,台南市南區五妃街443巷25號,https://tainan.housetube.tw/14359,22.982271,120.210298
4404,北揚德郡,,55~64,未提供,未提供,https://tainan.housetube.tw/14354,34.2338993,135.177091
4405,甜蜜原墅NO.13,,43~60,歸仁區成功三街,歸仁區成功三街,https://tainan.housetube.tw/14350,22.9589456,120.3026204
4406,時尚極品,,未提供,育平路93號府平路口,育平路93號府平路口,https://tainan.housetube.tw/14346,,
4407,傳承,,未提供,台南市下營區新興段174地號,台南市下營區新興段174地號,https://tainan.housetube.tw/12766,23.109964,120.301152
4408,御品,,65~78,未提供,未提供,https://tainan.housetube.tw/14344,34.2338993,135.177091
4409,綠墅界,,84~97,未提供,未提供,https://tainan.housetube.tw/14343,34.2338993,135.177091
4410,日光行舘1,,未提供,新興街35巷23弄1號,新興街35巷23弄1號,https://tainan.housetube.tw/14338,,
4411,和樂佳居No.3,,30~35,位址:,仁德區太子南路25號,https://tainan.housetube.tw/12536,22.989098,120.2583666
4412,掬日,,137起,建平八街372巷37號,建平八街372巷37號,https://tainan.housetube.tw/14306,22.9922836,120.174492
4413,白河帝寶,,55~61,白河區康樂路1-91號,白河區康樂路1-91號,https://tainan.housetube.tw/14301,39.61194,117.47167
4414,My Island,,位址:,社區,育平七街123號,https://tainan.housetube.tw/14281,,
4415,維諾亞,,49~90,台南市仁德區仁中三街112號,台南市仁德區仁中三街112號,https://tainan.housetube.tw/14232,22.9634306,120.2506476
4416,一品苑,,47~54,台南市新市區華美街49巷13號,台南市新市區華美街49巷13號,https://tainan.housetube.tw/14226,24.6897,120.897403
4417,人文私坊6​期,,21~34,位址:,民族路與和平路路口,https://tainan.housetube.tw/14224,,
4418,力漢戀家8,,未提供,府安路五段,府安路五段,https://tainan.housetube.tw/14223,23.0209621,120.1934169
4419,雙禧園11期,,37~50,位址:,海佃路一段&郡安路五段口,https://tainan.housetube.tw/14198,23.0246984,120.1916032
4420,黃金巴洛克 2,,58~63,興農街.興農街136巷,興農街.興農街136巷,https://tainan.housetube.tw/14188,,
4421,台江首席,,137起,裕豐街61巷6號,裕豐街61巷6號,https://tainan.housetube.tw/14185,22.9850456,120.2264027
4422,四季晨光,,122起,台南市東區文化路,台南市東區文化路,https://tainan.housetube.tw/14183,22.9770066,120.2319218
4423,雙橡園,,60~75,台南市善化區陽光三路,台南市善化區陽光三路,https://tainan.housetube.tw/14181,23.1151572,120.3096121
4424,雙橡園二期,,55~105,善化區南科LM特區.陽光五路,善化區南科LM特區.陽光五路,https://tainan.housetube.tw/16979,23.130849,120.30659
4425,再地淳,,114~126,位址:,友愛街82-1號,https://tainan.housetube.tw/14171,23.235848,120.259207
4426,年年如意NO.54,,75~102,安西重劃區,安西重劃區,https://tainan.housetube.tw/14149,31.845416649999997,117.26351236258256
4427,年年如意NO.53,,75~84,安西重劃區,安西重劃區,https://tainan.housetube.tw/14150,31.845416649999997,117.26351236258256
4428,印象巴洛克,,未提供,善化區成功路上/善化啤酒廠正對面,善化區成功路上/善化啤酒廠正對面,https://tainan.housetube.tw/14136,,
4429,年年如意56期,,29~36,位址:,佳里區佳東路,https://tainan.housetube.tw/14125,23.1599651,120.1831943
4430,上合興一品No.7,,48.5~70,民權北路9號,民權北路9號,https://tainan.housetube.tw/14122,22.9677614,120.2878917
4431,聯友福居 No.12,,25~38,位址:,東區自由路二段55號旁,https://tainan.housetube.tw/14121,22.275137,114.223333
4432,森立方,,109起,善化區陽光三路、蓮潭路,善化區陽光三路、蓮潭路,https://tainan.housetube.tw/14120,23.130849,120.30659
4433,貝森朵夫,,未提供,台南市新市區永就15-50號,台南市新市區永就15-50號,https://tainan.housetube.tw/14117,24.735232,121.775393
4434,植村墅No.5,,27起,位址:,善化區陽光二路、蓮潭北三街,https://tainan.housetube.tw/14100,23.130849,120.30659
4435,長圓藍田苑V,,157起,頂美二街48巷28號,頂美二街48巷28號,https://tainan.housetube.tw/14094,23.0003869,120.1854388
4436,山豐海富2,,85起,台南市仁德區德南路,台南市仁德區德南路,https://tainan.housetube.tw/14076,22.9461741,120.2557999
4437,六甲奇蹟,,53~63,六甲中華路236號,六甲中華路236號,https://tainan.housetube.tw/14070,34.719614,135.2341591
4438,淺草,,70~78,洲尾街132號,洲尾街132號,https://tainan.housetube.tw/14058,23.0417839,120.2285763
4439,楓之舞,,62起,東興路‧東興十街口,東興路‧東興十街口,https://tainan.housetube.tw/14042,,
4440,豪享家,,160起,安平區光州五街36號,安平區光州五街36號,https://tainan.housetube.tw/14025,,
4441,公園帝寶,,125~157,佳里區安北路、六順路口(中山公園旁),佳里區安北路、六順路口(中山公園旁),https://tainan.housetube.tw/14024,,
4442,德洋居,,63起,仁德區德洋二街75巷25號,仁德區德洋二街75巷25號,https://tainan.housetube.tw/14023,,
4443,囍事連連3,,56~62,安定區港口,安定區港口,https://tainan.housetube.tw/14022,23.08377575,120.2389696289496
4444,新浪漫滿屋No.10,,63~67,永康市鹽洲二街133巷,永康市鹽洲二街133巷,https://tainan.housetube.tw/14018,23.044445,120.2347455
4445,喆席,,未提供,永康區文賢路308號,永康區文賢路308號,https://tainan.housetube.tw/14003,23.02444,120.25556
4446,宏齊一品,,64~105,大同街380巷,大同街380巷,https://tainan.housetube.tw/14002,23.0147906,120.2658997
4447,上邑 NO.5,,53~70,永大路三段VS.八德街,永大路三段VS.八德街,https://tainan.housetube.tw/13977,,
4448,廣禾原砌No.2,,114起,文成二街165號,文成二街165號,https://tainan.housetube.tw/13970,,
4449,天空樹,,26~38,位址:,安中路一段639巷,https://tainan.housetube.tw/13969,23.0409205,120.197283
4450,麗莊南園,,85~124,台南市北區南園街101巷21弄12號,台南市北區南園街101巷21弄12號,https://tainan.housetube.tw/13963,23.008869,120.223704
4451,心墅,,未提供,文成三路245號,文成三路245號,https://tainan.housetube.tw/13959,,
4452,力漢寬庭7,,未提供,未提供,未提供,https://tainan.housetube.tw/13930,34.2338993,135.177091
4453,松鼎居,,未提供,健康路底光州三街,健康路底光州三街,https://tainan.housetube.tw/13917,,
4454,美麗人生,,61~77,安南區安和路五段171巷,安南區安和路五段171巷,https://tainan.housetube.tw/13904,,
4455,吉家金店,,28~52,位址:,新市區復興路,https://tainan.housetube.tw/13903,24.867743,121.006857
4456,大贏囍事連連2,,47~52,新市區大營里248之1號,新市區大營里248之1號,https://tainan.housetube.tw/13902,23.1007398,120.3084466
4457,石藝,,未提供,育德三街69號文成路口,育德三街69號文成路口,https://tainan.housetube.tw/13886,,
4458,子龍首善,,54~67,公園路110巷,公園路110巷,https://tainan.housetube.tw/13866,22.911744,120.1862963
4459,騰園21,,24~35,位址:,善化鎮光復路236號(戶政對面),https://tainan.housetube.tw/13859,23.03233,120.26758
4460,達觀八期,,77.3起,建平5街131巷18弄,建平5街131巷18弄,https://tainan.housetube.tw/13844,,
4461,村莊和農,,58~65,長和路二段,長和路二段,https://tainan.housetube.tw/13825,24.0936657,120.5157043
4462,比利時,,30~35,位址:,健康路二段新樂路口,https://tainan.housetube.tw/836,,
4463,禾風館,,62~82,怡安路一段262巷,怡安路一段262巷,https://tainan.housetube.tw/13822,23.0422337,120.2098275
4464,香庭NO.2,,170起,海安路三段338巷,海安路三段338巷,https://tainan.housetube.tw/13804,23.0089932,120.2015809
4465,夏木漱石6,,位址:,社區,新興街近西港市場,https://tainan.housetube.tw/13799,22.08788,112.399179
4466,風和日舞,,未提供,未提供,未提供,https://tainan.housetube.tw/13797,34.2338993,135.177091
4467,湖美霞觀,,70~120,台南市中西區西賢二街,台南市中西區西賢二街,https://tainan.housetube.tw/15652,23.0014469,120.176486
4468,屋托邦No.3,,46~53,公學路四段‧十二佃路100巷,公學路四段‧十二佃路100巷,https://tainan.housetube.tw/13784,,
4469,高青苑,,未提供,未提供,未提供,https://tainan.housetube.tw/13783,34.2338993,135.177091
4470,文化大和,,未提供,文化路,文化路,https://tainan.housetube.tw/13782,34.7895553,113.6679654
4471,太茂聚富,,42~50,位址:,未提供,https://tainan.housetube.tw/17365,34.2338993,135.177091
4472,吾居樹,,100~200,立賢路一段,立賢路一段,https://tainan.housetube.tw/13760,23.0096673,120.2036016
4473,春池金碧,,90起,安南區本原街二段515號,安南區本原街二段515號,https://tainan.housetube.tw/13758,,
4474,宗駿樸樹,,72起,東區裕誠街281號,東區裕誠街281號,https://tainan.housetube.tw/13757,22.9898385,120.2460933
4475,大傳NO.5,,161起,裕孝二街16號,裕孝二街16號,https://tainan.housetube.tw/13755,22.9786716,120.2438612
4476,太子花博館,,71~142,安南區長和路一段‧環館路,安南區長和路一段‧環館路,https://tainan.housetube.tw/13747,,
4477,新都郡No.2,,57~76,國民路,國民路,https://tainan.housetube.tw/13746,23.024324,120.262678
4478,大全美領袖名墅,,162~166,中西區民族路二段57巷12之5號,中西區民族路二段57巷12之5號,https://tainan.housetube.tw/13718,,
4479,領袖名店,,未提供,位址:,中西區成功路445號,https://tainan.housetube.tw/16655,,
4480,幸福100,,未提供,國八轉安定區港南村口,國八轉安定區港南村口,https://tainan.housetube.tw/13717,,
4481,傳家寶,,92起,佳里區新生路/佳里國中附近,佳里區新生路/佳里國中附近,https://tainan.housetube.tw/13716,,
4482,薪成家5,,52,麻豆區176號道路首府大學旁,麻豆區176號道路首府大學旁,https://tainan.housetube.tw/13707,,
4483,大富翁,,25~49,位址:,麻豆區麥當勞三民路。興民街路口,https://tainan.housetube.tw/13691,24.992063,121.542572
4484,旺家,,31起,位址:,榮譽街52號.大同國小旁,https://tainan.housetube.tw/13680,,
4485,雅筑村墅,,59~63,安昌街85巷149之8號,安昌街85巷149之8號,https://tainan.housetube.tw/13672,,
4486,玉井休閒渡假別墅,,80.9起,玉井區忠孝街,玉井區忠孝街,https://tainan.housetube.tw/13667,23.1255732,120.4703816
4487,六御 / 子曰No.2,,140起,永華六街152-2號(安平國小旁),永華六街152-2號(安平國小旁),https://tainan.housetube.tw/13112,22.993868,120.17701
4488,御善房,,52~63,善化啤酒廠旁,善化啤酒廠旁,https://tainan.housetube.tw/12086,23.127758,120.317082
4489,穎漢傑作 第11期,,62~67,永大路陸橋旁,永大路陸橋旁,https://tainan.housetube.tw/13660,25.0535144,121.5239038
4490,白京上品,,53~107,鹽忠街&鹽行路路口,鹽忠街&鹽行路路口,https://tainan.housetube.tw/11799,23.040902,120.233533
4491,天與地五部曲,,150起,東成街7號,東成街7號,https://tainan.housetube.tw/10772,22.9798145,120.2319728
4492,柏霖．柏林No.2,,138.6起,崇明13街81號,崇明13街81號,https://tainan.housetube.tw/13658,,
4493,藏紅,,未提供,位址:,未提供,https://tainan.housetube.tw/13651,34.2338993,135.177091
4494,達觀七期,,47.2起,台南市安南區安寧街121巷30號,台南市安南區安寧街121巷30號,https://tainan.housetube.tw/13649,23.022005,120.194376
4495,鈺隆君悅,,30.9~42.1,位址:,台南市東區自由路一段27號,https://tainan.housetube.tw/13642,,
4496,長隄,,28~39,位址:,府安路三段317號,https://tainan.housetube.tw/13641,,
4497,御墅,,未提供,安南區仁安路194巷29號,安南區仁安路194巷29號,https://tainan.housetube.tw/15083,,
4498,公園綠墅,,63~72,安通路四段47巷23弄、近安通路四段47巷口,安通路四段47巷23弄、近安通路四段47巷口,https://tainan.housetube.tw/13630,34.5542,105.77
4499,智富阿舍2,,67~71,八德街上‧近四維街v.s中山路,八德街上‧近四維街v.s中山路,https://tainan.housetube.tw/13627,,
4500,智富阿舍3,,未提供,位址:,四維街,https://tainan.housetube.tw/16110,23.195895,120.319041
4501,安南˙十間堂,,52~54,安南區功安一街226巷2號,安南區功安一街226巷2號,https://tainan.housetube.tw/13622,,
4502,頂美首席,,位址:,最新推案,中華西路.頂美三街,https://tainan.housetube.tw/13618,,
4503,璞石園,,80~120,仁德區文賢路一段56號,仁德區文賢路一段56號,https://tainan.housetube.tw/13614,22.9432653,120.2217404
4504,金色嘉藥,,68~86,中正西路211巷29弄3號,中正西路211巷29弄3號,https://tainan.housetube.tw/13609,,
4505,L HOUSE 步建築,,未提供,育成路,育成路,https://tainan.housetube.tw/13602,,
4506,深愛林居,,未提供,大仁街126巷,大仁街126巷,https://tainan.housetube.tw/13601,22.6189185,120.302451
4507,正光敦品,,90起,忠孝北路大仁街口,忠孝北路大仁街口,https://tainan.housetube.tw/13588,,
4508,大仁富域,,57~97,歸仁忠孝北路大仁街口,歸仁忠孝北路大仁街口,https://tainan.housetube.tw/13587,,
4509,達觀三期,,91.2起,三官路70巷46-1號,三官路70巷46-1號,https://tainan.housetube.tw/13586,22.979624,120.19299
4510,悅己,,未提供,裕農二街113號,裕農二街113號,https://tainan.housetube.tw/13583,22.9857508,120.2391106
4511,集品,,47~59,新市區大社里,新市區大社里,https://tainan.housetube.tw/13575,23.093671,120.32588660419745
4512,綠光,,83~121.9,"崇德七街20巷26號,崇德八街46巷1號","崇德七街20巷26號,崇德八街46巷1號",https://tainan.housetube.tw/13574,,
4513,the villa 東光,,未提供,東光路(東光國小旁),東光路(東光國小旁),https://tainan.housetube.tw/13573,25.132846,121.770717
4514,又見春墅,,49~101,新營區三興街壘球場旁,新營區三興街壘球場旁,https://tainan.housetube.tw/13550,,
4515,德義麗緻,,53起,位址:,大成路.公園路口,https://tainan.housetube.tw/13545,,
4516,和顏悅舍No.5,,未提供,未提供,未提供,https://tainan.housetube.tw/13544,34.2338993,135.177091
4517,東泰首席,,未提供,位址:,安中路上.安南區公所旁,https://tainan.housetube.tw/13543,28.952616,105.445356
4518,歐洲老爺No.3,,未提供,永康市大灣路40巷,永康市大灣路40巷,https://tainan.housetube.tw/13541,23.0156969,120.267893
4519,城市樂章,,未提供,未提供,未提供,https://tainan.housetube.tw/13529,34.2338993,135.177091
4520,馬德里,,未提供,中正路自強路口,中正路自強路口,https://tainan.housetube.tw/13528,,
4521,日東昇恆美,,未提供,位址:,台南市南區省躬三街159號,https://tainan.housetube.tw/13525,22.9297656,120.1785201
4522,日東昇金美No.2,,未提供,位址:,大橋國中對面,https://tainan.housetube.tw/13524,,
4523,大亨翡翠No.16,,未提供,同安路225巷,同安路225巷,https://tainan.housetube.tw/13520,23.0430769,120.1905649
4524,公園伯爵No.9,,30~55,位址:,果菜市場郵局斜對面,https://tainan.housetube.tw/13519,,
4525,龍歡喜,,未提供,位址:,龍埔街110-132號（永康分局旁）,https://tainan.housetube.tw/13518,,
4526,致穩富里昂,,24~34,位址:,龍中街龍埔街口,https://tainan.housetube.tw/13517,,
4527,澄品觀邸,,29~78,台南市東區長榮路一段1號,台南市東區長榮路一段1號,https://tainan.housetube.tw/13509,22.9101901,120.2700173
4528,光耀禧門NO.7,,135~137,富農街一段41號,富農街一段41號,https://tainan.housetube.tw/13508,22.9795435,120.2344127
4529,村玉上城,,未提供,位址:,裕義路586~598號,https://tainan.housetube.tw/13507,,
4530,花巷草弄No.23,,122~136,安平區永華11街133號,安平區永華11街133號,https://tainan.housetube.tw/13499,,
4531,富景NO.12,,60~70,安平區平豐路101巷13弄,安平區平豐路101巷13弄,https://tainan.housetube.tw/13497,22.9880489,120.1637897
4532,竹之舞,,80~94,東興路.東興十街口,東興路.東興十街口,https://tainan.housetube.tw/13496,,
4533,桔富利,,未提供,永大路三段八德街,永大路三段八德街,https://tainan.housetube.tw/13488,,
4534,勝景墅,,未提供,歸仁南潭二街,歸仁南潭二街,https://tainan.housetube.tw/13487,36.7558952,117.1395231
4535,南科晶鑽No.3,,70起,建國路48號,建國路48號,https://tainan.housetube.tw/13486,24.8423032,121.2348641
4536,誠美綠璽,,未提供,建平一街207號,建平一街207號,https://tainan.housetube.tw/13482,,
4537,四季晶華,,40~50,工社北街97號,工社北街97號,https://tainan.housetube.tw/13480,23.2195767,120.3281474
4538,白京漢宮,,48~67,台南市東區德東街235巷118弄60號,台南市東區德東街235巷118弄60號,https://tainan.housetube.tw/13478,23.109964,120.301152
4539,青花瓷,,170起,賢北街17巷69號（正對賢北公園）,賢北街17巷69號（正對賢北公園）,https://tainan.housetube.tw/13474,23.006633,120.182746
4540,山豐海富,,60起,台南市新市區龍目井278號,台南市新市區龍目井278號,https://tainan.housetube.tw/13472,,
4541,湖美天河,,位址:,社區,台南市中西區中華西路二段520號,https://tainan.housetube.tw/13471,23.0020694,120.1872692
4542,居賢,,未提供,裕華三街82號,裕華三街82號,https://tainan.housetube.tw/13467,22.9772148,120.2466767
4543,好事名邸,,未提供,北成路文賢路口,北成路文賢路口,https://tainan.housetube.tw/13466,,
4544,大成金報喜,,未提供,仁安路47巷,仁安路47巷,https://tainan.housetube.tw/13465,23.0507384,120.1755515
4545,世紀行館,,51起,位址:,中華北路一段350號,https://tainan.housetube.tw/13464,,
4546,榮邦臻美,,未提供,台南市北區文賢路1122巷99弄1號,台南市北區文賢路1122巷99弄1號,https://tainan.housetube.tw/13463,23.109964,120.301152
4547,康橋,,52~63,許中營76之58號,許中營76之58號,https://tainan.housetube.tw/13462,,
4548,明大公園市,,未提供,位址:,新市中正商圈,https://tainan.housetube.tw/13460,,
4549,子曰No.3,,95~100,北區海安路&北成路口,北區海安路&北成路口,https://tainan.housetube.tw/13456,24.81641,120.94934
4550,居裡,,140~200,文賢三街217號,文賢三街217號,https://tainan.housetube.tw/13455,23.0134968,120.1981435
4551,青硯,,122~139,裕信路和裕英街口,裕信路和裕英街口,https://tainan.housetube.tw/14473,,
4552,MIT住城工商城,,70~500,台南市仁德區文華路三段,台南市仁德區文華路三段,https://tainan.housetube.tw/13453,22.9757569,120.2445397
4553,美墅館3期 / 風華,,118起,本原街二段116巷50號,本原街二段116巷50號,https://tainan.housetube.tw/13450,23.0576637,120.1876969
4554,宜富風尚,,26~44,位址:,文賢街193號,https://tainan.housetube.tw/79,23.0092161,120.271826
4555,鼎茂經典,,51~84,歸仁區中正16街12號,歸仁區中正16街12號,https://tainan.housetube.tw/13437,24.431783,120.66401
4556,世界成功,,位址:,社區,台南市北區東豐路227巷12號,https://tainan.housetube.tw/13427,23.109964,120.301152
4557,崇德一品,,62~69,崇德路956號,崇德路956號,https://tainan.housetube.tw/13426,38.227137,109.710748
4558,歐香公園No.7,,未提供,未提供,未提供,https://tainan.housetube.tw/13425,34.2338993,135.177091
4559,歐香公園No.7,,未提供,未提供,未提供,https://tainan.housetube.tw/16384,34.2338993,135.177091
4560,又見北歐,,55~76,台南市東區德東街126號,台南市東區德東街126號,https://tainan.housetube.tw/13421,22.9617079,120.2313089
4561,林語堂NO.2,,124~125,育德二街345巷11號,育德二街345巷11號,https://tainan.housetube.tw/13417,,
4562,生活家No.12,,58~75,文賢三街,文賢三街,https://tainan.housetube.tw/13416,23.014069,120.198226
4563,深耕No.2,,未提供,位址:,未提供,https://tainan.housetube.tw/13415,34.2338993,135.177091
4564,好意園,,未提供,北區海安路三段253號,北區海安路三段253號,https://tainan.housetube.tw/186,24.81641,120.94934
4565,綠璽,,130~182,建平一街207號,建平一街207號,https://tainan.housetube.tw/13410,,
4566,璞月,,155~165,育平九街&永華八街,育平九街&永華八街,https://tainan.housetube.tw/13409,,
4567,和通敦品,,110起,崇德六街51號,崇德六街51號,https://tainan.housetube.tw/13408,,
4568,知音悅,,83~154,台南市中西區中華西路二段651號,台南市中西區中華西路二段651號,https://tainan.housetube.tw/13404,23.0009752,120.1866158
4569,官址,,未提供,民族路二段57巷5-1號,民族路二段57巷5-1號,https://tainan.housetube.tw/13400,22.993872,120.210101
4570,南方莊園,,74~100,同安路167巷,同安路167巷,https://tainan.housetube.tw/13399,23.042541,120.1894533
4571,黃花風鈴木,,未提供,國民路565號,國民路565號,https://tainan.housetube.tw/13376,23.024324,120.262678
4572,安賀氧森,,未提供,慶安路親子公園旁(近安和路),慶安路親子公園旁(近安和路),https://tainan.housetube.tw/13365,,
4573,安賀八方,,未提供,永大路三段.八德街,永大路三段.八德街,https://tainan.housetube.tw/13359,,
4574,皇邑NO.8,,119.9起,東門路三段37巷22弄8號,東門路三段37巷22弄8號,https://tainan.housetube.tw/13358,22.9812725,120.2320059
4575,大器四方,,未提供,裕孝路裕英路口,裕孝路裕英路口,https://tainan.housetube.tw/13357,22.983487,120.243499
4576,皇邑NO.7,,76.9起,裕農路350巷17號,裕農路350巷17號,https://tainan.housetube.tw/13356,22.9866301,120.2298899
4577,皇邑NO.6,,67.8~69.9,日新國小旁,日新國小旁,https://tainan.housetube.tw/13355,,
4578,好事大福,,未提供,民族路三段(中西區戶政對面),民族路三段(中西區戶政對面),https://tainan.housetube.tw/13347,,
4579,築夢豪宅,,75起,大興街132巷28號,大興街132巷28號,https://tainan.housetube.tw/13346,23.0118947,120.1906641
4580,懷石學院,,未提供,裕信二街,裕信二街,https://tainan.housetube.tw/13339,22.984326,120.247123
4581,幸福角落,,52~62,台南市佳里區忠孝路,台南市佳里區忠孝路,https://tainan.housetube.tw/13331,23.1706892,120.1686575
4582,大傳NO.3,,未提供,裕忠路508號（裕敬路口）,裕忠路508號（裕敬路口）,https://tainan.housetube.tw/13329,22.9797514,120.2416015
4583,風範新營市,,48起,新營市茄苳腳路82號之1,新營市茄苳腳路82號之1,https://tainan.housetube.tw/13327,23.309745,120.304069
4584,日東昇金美,,24.1~27.3,位址:,台南市永康區東橋十街32號,https://tainan.housetube.tw/12516,,
4585,樂府,,68起,榮譽街84巷19號,榮譽街84巷19號,https://tainan.housetube.tw/13280,22.9744796,120.2178247
4586,沐泉,,100起,南區南明街9號,南區南明街9號,https://tainan.housetube.tw/13276,,
4587,統一夢巴里,,32~107,位址:,南科•西拉雅.陽光大道,https://tainan.housetube.tw/1081,,
4588,大桔郡No.5,,79~115.5,永康市八德街230巷,永康市八德街230巷,https://tainan.housetube.tw/13226,23.0378985,120.2565934
4589,大金礦,,29起,位址:,台南市安南區敬安街,https://tainan.housetube.tw/13209,23.0419936,120.214404
4590,歐洲老爺No.2,,69~91,永康市大灣路40巷,永康市大灣路40巷,https://tainan.housetube.tw/13201,23.0156969,120.267893
4591,新市.南科,,未提供,永福街16巷,永福街16巷,https://tainan.housetube.tw/13199,23.0755224,120.2952805
4592,四季,,75~88,永勝街252號,永勝街252號,https://tainan.housetube.tw/12501,23.978533,121.58021
4593,富景NO.10,,78起,安平區府前三街159號,安平區府前三街159號 ,https://tainan.housetube.tw/13183,,
4594,理想家二期,,52~56,上崙一街82巷19號,上崙一街82巷19號,https://tainan.housetube.tw/11420,,
4595,樹呼吸,,75起,崇德25街66號,崇德25街66號,https://tainan.housetube.tw/13176,,
4596,優遊館No.11,,未提供,海佃路四段.本原街口,海佃路四段.本原街口,https://tainan.housetube.tw/13171,,
4597,和坊築,,93起,善化公所前.建國路.公園路口,善化公所前.建國路.公園路口,https://tainan.housetube.tw/13169,,
4598,白色墅日2,,60起,永康市成功路244巷28號,永康市成功路244巷28號,https://tainan.housetube.tw/13165,32.92792,130.80234
4599,臺邦北美館,,未提供,北安路三段,北安路三段,https://tainan.housetube.tw/13161,23.0408241,120.2029384
4600,湖美千利修,,位址:,社區,台南市中西區民權路四段356號,https://tainan.housetube.tw/13160,22.999385,120.1771555
4601,年年如意47期,,24~31,位址:,中華北路一段630號,https://tainan.housetube.tw/13159,,
4602,年年如意49期,,未提供,功安三街,功安三街,https://tainan.housetube.tw/13158,23.050818,120.181595
4603,年年如意48期,,75~88,安西一街72號,安西一街72號,https://tainan.housetube.tw/13157,23.0310174,120.2066012
4604,皇龍好事多,,未提供,位址:,和緯路三段文賢一路口,https://tainan.housetube.tw/13146,,
4605,臺邦比佛利,,110~140,金華路一段486號,金華路一段486號,https://tainan.housetube.tw/13133,,
4606,亞維農,,50~86,台南市仁德區仁中七街,台南市仁德區仁中七街,https://tainan.housetube.tw/13132,22.9627286,120.2528763
4607,觀悅,,未提供,文化路323巷28號,文化路323巷28號,https://tainan.housetube.tw/13131,23.0147376,120.2525219
4608,騰揮A+家No.6,,未提供,位址:,新中街.新民街,https://tainan.housetube.tw/13129,25.0559573,121.6117939
4609,都會之星,,99~143,麻豆鎮新生北路196巷1號,麻豆鎮新生北路196巷1號,https://tainan.housetube.tw/13127,23.1896,120.241928
4610,六甲雙璽,,71~74,六甲鄉民族街355號,六甲鄉民族街355號,https://tainan.housetube.tw/13121,23.2338838,120.3440575
4611,太子南科日麗,,63~97,善化鎮龍目井路478號,善化鎮龍目井路478號,https://tainan.housetube.tw/13118,23.130849,120.30659
4612,勝田悅讀,,85~135,文平路轉建平七街,文平路轉建平七街,https://tainan.housetube.tw/13105,,
4613,光城市,,27起,位址:,安中路四段,https://tainan.housetube.tw/13104,23.05232,120.163457
4614,大同會館2,,58~77,大同街606巷,大同街606巷,https://tainan.housetube.tw/13088,,
4615,柏霖．柏林,,未提供,崇德路.多那之旁,崇德路.多那之旁,https://tainan.housetube.tw/13080,35.418767,119.526842
4616,翡翠龍頭大鎮2,,58~92,永大路三段616號,永大路三段616號,https://tainan.housetube.tw/752,,
4617,八達居NO.6,,23~44,位址:,培安路與怡安路口.培安路332號,https://tainan.housetube.tw/13065,23.0396172,120.2123457
4618,鄉景森之居,,76~120,未提供,未提供,https://tainan.housetube.tw/12993,34.2338993,135.177091
4619,山水四季北城兩戶,,135起,北安路一段341巷8號旁,北安路一段341巷8號旁,https://tainan.housetube.tw/12924,23.020493,120.204453
4620,山水四季,,38~39,位址:,台南市北區立賢路一段117號,https://tainan.housetube.tw/12903,23.0095947,120.2042021
4621,伍彩.巴黎,,58~140,歷史博物館旁環館路,歷史博物館旁環館路,https://tainan.housetube.tw/12872,,
4622,公園麗堡,,未提供,未提供,未提供,https://tainan.housetube.tw/12837,34.2338993,135.177091
4623,力弘原宿,,55~70,八德街57號,八德街57號,https://tainan.housetube.tw/12836,23.7014116,120.428384
4624,尚暘天境,,未提供,位址:,文平路102號,https://tainan.housetube.tw/12819,,
4625,上富良野,,97~99,佳里鎮育善街.同心街口,佳里鎮育善街.同心街口,https://tainan.housetube.tw/12771,23.172084,120.175302
4626,臻藏,,未提供,新化正新路,新化正新路,https://tainan.housetube.tw/12770,25.0321601,121.5225601
4627,探索,,未提供,永忠路永大三路口,永忠路永大三路口,https://tainan.housetube.tw/12769,23.018481,120.260565
4628,上邑6期,,54~85,永大路三段VS.八德街,永大路三段VS.八德街,https://tainan.housetube.tw/12767,,
4629,三代大宅,,未提供,未提供,未提供,https://tainan.housetube.tw/12765,34.2338993,135.177091
4630,氧樂多,,未提供,未提供,未提供,https://tainan.housetube.tw/12764,34.2338993,135.177091
4631,豪墅園-南科特區,,63~78,善化鎮大同路90號,善化鎮大同路90號,https://tainan.housetube.tw/12762,23.130849,120.30659
